"Ex1","Ex2","Ex3","Ex4"
1704,11896,1794,26096
2176,12148,1865,7371
1687,12156,1885,27840
2436,39706,1867,6573
1569,13080,2049,27972
2062,11754,1685,7752
1784,12023,1584,7456
1890,12502,1797,6999
1753,11434,1842,23728
1739,22333,1620,7473
1951,11422,1675,25257
1615,39234,1639,23089
1756,12622,1645,25338
1698,11262,1767,26034
1806,12023,1740,33297
1729,36935,1805,5728
1705,13087,1678,6186
1688,33278,2137,17181
1608,39127,1742,7131
2133,12599,1833,23388
2263,12261,1854,31090
1783,12300,1696,7150
2219,12500,2151,28661
2081,11886,1680,31330
1642,11848,1858,28308
1667,12556,1613,7538
2153,12538,2030,7231
1979,12267,1750,7516
1730,12095,1636,6228
1963,10068,1945,7294
1789,12552,1859,35790
2057,11558,1668,7693
1865,13019,1888,32902
2285,11789,1750,35157
1863,12851,1652,36459
1688,10783,1486,31430
1966,36987,1963,6746
1758,13382,1847,6820
1823,14873,1961,27414
1751,11628,1787,7330
2064,11338,1898,27522
1853,11989,1886,26797
1798,11517,1831,26997
1822,32359,1986,29710
1693,13095,1567,23680
1892,10478,1686,22539
1883,11441,1672,24787
1927,11912,1736,27065
1651,11992,1611,22131
1706,11942,1897,27007
2802,34307,1828,36117
2098,14277,1700,25221
1640,11703,1866,26042
1741,11638,2016,6721
1733,11607,1829,24355
1818,35230,1782,6929
1636,13101,1742,7328
1917,17626,2001,27643
2150,12695,1794,27219
1772,12700,1876,26925
1687,30325,1802,25480
1649,12167,1846,39373
1659,12100,1724,7300
2082,34333,1740,24637
1783,19079,1867,25394
1662,27778,1871,6123
1787,42990,1774,24975
1857,12768,1755,8448
1789,11890,1585,24864
1948,13076,1871,34974
1763,12630,1944,22105
1713,13095,1746,20864
1740,36079,1949,22166
1762,11933,1645,7367
1785,12507,1871,7170
1770,11928,1919,31115
2108,13142,1640,7693
1683,12302,1841,7139
1904,41332,1974,6378
1940,43459,1764,6033
1807,13381,1606,36470
1747,12596,1912,27784
2086,11872,2111,7545
1764,11744,1782,6658
1766,35500,1738,27153
2098,11708,1839,25504
1869,35780,2271,22719
1774,42760,1964,29018
1705,12702,1749,24245
2089,12220,1761,26357
1764,12281,1770,26356
2464,12382,1890,35998
2074,14834,1787,25089
2333,12490,1837,6847
1746,40727,1812,7564
2239,11613,1627,7660
2120,11583,1658,25353
1771,11353,1706,24371
2175,10934,1606,21492
2012,11947,1872,23290
1778,14407,1642,28878
1660,12131,1931,35803
1856,12499,1758,22362
1493,12303,1667,6920
2401,35961,1630,21993
2423,10415,1671,7513
1904,11896,1834,6514
1736,10765,2182,19760
1754,23788,1764,7502
2438,12315,1814,7213
1662,41996,1739,6639
1770,11989,1794,33392
1836,39490,1958,18480
2013,12609,1481,6449
1817,41221,1854,19032
1716,24995,2019,24917
2105,34011,2206,22022
1872,11460,1765,23076
1869,11545,1978,28450
1718,11322,1902,27594
1851,12124,1876,36725
1751,41313,1760,22089
1507,14696,1763,7475
1690,11623,1836,24402
1646,12439,1759,32536
1892,11731,1993,28450
1706,12169,2089,26369
1702,13748,1920,23920
2324,11629,1879,24111
1863,11819,1800,7175
1688,11518,1843,26045
1755,12215,1792,7122
1643,11673,1911,6240
1762,13634,2031,25471
2024,11965,1721,27797
1810,11140,2030,24146
1562,11331,1661,22784
1906,40827,1826,6821
2047,12340,1902,20211
3135,11873,1741,34616
1996,12040,1954,25010
1645,13414,1646,6430
1890,11716,1643,7123
2287,15497,1756,23603
1937,11929,1784,7788
1872,37011,1634,32001
1557,12174,2010,33126
1668,14860,1700,7334
2598,12657,1813,32762
1609,11955,1945,7498
1951,12397,1837,31453
1875,12145,1633,6600
1747,43090,1882,10408
2278,32806,1754,6993
1779,12447,2042,25351
2283,12195,1764,7295
1720,12166,1686,23032
1683,34216,2575,26694
2393,12048,1698,25243
1953,11599,1764,26213
1937,12607,1769,20298
1850,30252,1735,29360
1819,12290,1986,25773
1806,12093,2061,27267
1956,13033,1705,6881
1784,12699,1815,24115
1873,11944,1896,22077
1858,12393,1781,35578
1721,11844,1799,25818
1663,11534,2146,34687
1606,11612,1912,7351
2539,40827,1793,6975
1938,11521,1858,23216
1960,38979,1836,25797
1749,11508,1830,7388
1796,12314,1809,7551
1719,37868,1786,19962
1962,11932,1901,23196
1579,13780,1768,7374
2305,11660,2126,7367
2146,12340,2002,7556
1730,27576,1789,23312
1764,11876,2212,7599
1729,12734,1625,6237
1779,39689,1854,29277
1639,32506,1816,21933
1741,37956,1751,5952
1794,11471,1763,7548
2797,36102,2100,20711
1851,40009,2017,28381
1750,12280,2376,21554
1690,11997,1839,20968
1808,13544,1656,7308
1837,14442,2288,8323
1850,11786,1616,27546
1827,12332,1858,7258
1811,12162,1655,33880
1638,12280,1634,7101
2323,11508,1818,25336
2682,12725,1714,25118
1955,14888,1870,6390
1860,12622,1846,37292
2401,20932,1894,22764
2318,12179,2224,27745
1906,11960,1790,21294
1750,12315,2049,7292
1706,11388,1785,7179
1713,12175,2002,26384
1917,13908,1628,21558
2350,11994,1937,6936
1800,12349,2111,23657
1747,10755,2281,7421
1786,11545,2181,39788
2395,11514,1817,15318
1768,40807,1915,6858
1809,10432,1885,23291
2076,12043,1957,7452
2396,39151,1653,24287
1667,13002,1383,31950
1742,40101,1779,6904
1668,12564,1856,6969
1829,12707,1865,8784
1751,11668,1659,19784
1784,14946,1713,31806
1898,39297,1596,23856
1694,36220,2310,23179
1927,12860,1652,33677
1618,13252,1709,25000
1856,11804,1559,15525
1833,12282,1800,6472
1916,11957,1474,26366
1801,10585,1838,26197
1651,36659,1929,19998
2185,12242,1906,24230
1736,12686,1865,7267
2348,11785,1636,22549
1652,13360,1764,27053
1770,13646,1921,22298
2429,13016,1781,7681
1783,14263,1966,19509
2209,11979,1771,32942
1803,12603,1697,7341
1783,12513,1672,7292
1712,11823,1716,26415
1744,12510,1746,7166
1643,14523,1894,7641
1833,12741,1848,7285
1808,11729,1680,13878
2234,12044,2199,26829
1666,12126,1691,31275
1612,41328,1692,6793
1726,12058,1792,7277
1833,12420,1703,34906
1892,35371,1913,25161
2017,13553,1923,7147
1646,11232,1918,22892
2518,12008,1723,26317
1800,38332,1732,23677
1702,11736,1819,28206
1955,12294,2024,6302
1787,40701,1863,6190
1798,12146,1760,25328
1775,47384,1962,7549
1655,27180,1691,7841
1599,13754,1867,8209
29459,40858,1620,25985
1780,12126,1829,33918
1828,41332,1827,23256
1690,12069,1824,21836
1773,12690,2157,6782
1486,11930,1772,7413
1706,12725,1788,31274
1833,12221,1747,7523
1675,38296,1709,6985
1654,13349,1980,22702
1723,12428,2066,7135
1702,11621,1755,23912
1747,11971,1811,27121
1617,11884,2083,31857
1855,11262,1858,23658
1783,11651,1706,7320
1728,11598,1863,30773
1694,12162,1680,6219
1632,12309,1814,7435
1635,11567,1785,7127
2085,11770,1806,31838
1803,29656,1846,23644
1728,42391,1842,24804
1731,41402,1945,7249
2285,12198,1791,7503
1764,40092,2398,22326
1890,33823,1846,22934
1834,11909,1844,21442
1864,12464,1776,21694
1693,11857,1764,7054
1772,41149,1850,7065
1966,11210,1696,8051
1734,12393,1857,29209
1757,11854,1465,30145
1717,12346,1730,7043
1786,12149,1935,28165
1710,38709,1724,6965
1852,12024,1783,26079
1804,11911,1576,25486
1923,11442,1795,7425
1833,32567,1676,7924
1697,11916,1798,32199
1927,12418,1977,7354
1958,10851,1779,27912
1976,11513,1845,26995
1756,11636,1722,25832
2293,38545,2535,23784
1775,13787,1756,7230
1783,38047,1847,30994
1645,14091,1743,27401
1769,11922,1932,27306
1823,11439,1832,7824
1803,12322,1844,32482
1652,42368,1804,7625
2476,37469,1479,7602
1739,11297,1813,20416
1768,11834,2097,22410
1889,12777,1996,7519
1939,13392,1805,28157
2161,13035,1688,7853
1708,12276,1943,27837
1606,11872,1591,22599
2113,27403,1692,30441
1780,11703,1686,27108
1718,33615,1731,27036
2273,11126,2107,25011
1935,11856,2018,7836
1834,41657,1826,19966
1729,15448,2000,31161
1865,11707,1750,7265
1699,39618,1783,26467
1741,11821,2310,8674
1826,10906,1689,6962
1660,11733,1663,29721
1843,11381,1727,25134
1776,13514,1689,21953
1857,12522,1949,6259
1820,11892,1708,7646
2227,11732,1626,22343
1810,39420,2070,7276
1825,13105,2237,7423
1764,12270,1760,27323
2113,11116,2148,23483
1665,10922,1858,21146
1811,35835,1834,20610
1888,12714,1808,27957
1861,40848,1944,6864
1703,12896,1905,26018
2373,13866,1851,28452
2462,11901,1960,7575
1833,12142,1860,32650
1787,31737,1873,21555
2664,14066,1834,24218
1875,36865,1847,6607
1795,13242,1682,7132
1836,12103,2019,24222
2258,40389,1656,24624
1716,12334,1915,25389
2139,12420,1709,35714
1596,38396,1699,25485
1895,14364,1738,7772
2486,11794,1898,7261
1717,11870,1875,7719
1816,12740,1647,23435
1956,11409,1812,25022
1969,13408,1912,7131
1631,34018,1806,6407
2028,13061,1792,28296
1726,11715,1764,25365
1614,11551,2020,7055
1759,11894,1932,26245
2433,35452,1897,7293
1740,11580,1818,24269
1958,41253,1988,24824
1907,12377,1730,6525
1911,11952,1823,22790
1879,40162,1752,23034
2166,11036,2120,20962
2253,13122,1726,7441
1634,32450,1744,21854
1731,12067,1875,23662
2363,12914,2040,7215
2310,11553,1897,24130
2531,11950,1844,21766
2125,12711,1757,25932
1897,12345,1795,21662
2185,40423,1758,23354
1712,11488,1590,26987
1551,36573,2048,7132
1705,12272,1800,20890
1997,38349,1703,21964
1760,11695,1677,30800
1803,11571,2107,23821
1638,11671,1848,24007
1711,12471,2065,25639
1729,11696,2490,6998
2300,11018,1822,6761
1941,11723,1802,7300
1722,12169,1858,22417
2273,11889,2117,24805
1754,11936,2027,34457
2100,12033,2060,31340
2145,13070,1856,31739
1814,27877,1712,9006
2023,13755,1723,7716
2198,13145,1641,24090
1603,42008,1791,7770
1727,12730,1692,25225
1751,12541,1637,23983
1706,12149,1685,6915
1834,13398,1903,24218
1845,11957,1754,35505
1949,11446,1704,21286
1641,12341,2291,36393
1792,12243,1889,28827
1718,12622,1874,17655
2057,12014,1661,21608
2157,12389,1692,27461
1774,11353,1581,15776
1725,12460,2188,7165
1884,11862,1761,19145
1542,11441,2095,7756
1849,37006,1744,6046
1857,11809,1663,22026
1641,12713,1634,20994
2047,12003,1835,8680
1654,12680,1866,32972
1770,12424,2289,18189
1843,11910,1517,7368
2445,11599,1810,20050
1627,11876,1797,23134
2343,12260,2221,27283
1690,12418,1877,6963
1878,12319,1803,27321
2051,12047,1567,22726
1877,11617,2049,25543
2147,12350,1967,22474
1736,11426,1756,27889
1570,9873,1575,22847
1866,45861,1798,6875
1659,34016,1838,26939
2373,12735,2338,6637
1715,11539,1798,25393
1781,11680,1818,12443
2289,10665,1817,26969
2148,35808,1950,6645
1934,13418,2170,25763
1917,12149,1768,6883
1788,12896,1840,7455
1838,11938,2324,7302
1767,12955,1982,7503
1878,10888,1925,23292
2137,12254,1872,7387
2619,10849,1599,21566
1773,11574,1559,7209
1631,12051,2020,28406
1683,14067,1771,23310
1765,12565,1661,7345
2009,11624,2127,29193
1846,11538,2413,20966
1828,11675,1718,21195
1705,11843,1769,24397
1792,11518,1702,7867
1850,12470,1875,37009
1675,10528,1611,27175
1916,11020,1816,26965
1601,11798,2321,21261
1650,12611,1825,6286
2233,39720,2226,7525
1677,11723,1812,21500
2111,12420,1834,7088
2014,33741,1693,7355
1695,28340,1827,24946
1971,40492,1607,26030
1801,12522,1675,32135
1683,11784,1907,27540
1627,12941,1797,26205
2486,11908,1644,7700
1698,12203,1998,29904
1833,12644,1764,26198
1846,13835,1889,6461
1761,11595,1789,9514
1895,11876,1814,24536
2210,13142,2267,35635
1633,10633,1961,22329
2000,42992,1775,6552
10667,11671,1945,6847
2021,11122,1811,23048
1612,13727,1609,29545
2098,34064,1701,23927
1782,12196,1778,25776
1768,12243,1826,6617
2201,12119,1962,25440
1905,12395,2204,31198
1818,12315,1698,27831
1618,26565,1832,18987
2148,12857,1648,7536
1687,11656,2392,7670
1789,11788,1881,26305
1836,34470,1785,23442
1784,15935,2286,28963
1785,10747,1758,25644
1773,11998,2355,16306
2195,10444,1693,22434
2141,13027,1636,7163
1879,12047,1518,35231
2443,10928,1934,22991
1896,12863,1745,29024
1902,11917,2375,36844
1708,37562,1813,24436
1810,15424,1908,29661
1621,42413,2022,20772
1682,11539,1773,7167
1770,12211,2276,24511
2135,11976,1669,26500
2130,11544,1795,24606
1671,12384,1863,7215
2400,12941,1944,26943
1655,11629,1674,7775
1942,10755,1814,24004
2004,12236,1977,22299
1770,12339,1765,26792
1852,12727,1933,25315
1574,11870,1802,25336
1768,12908,1829,21492
1844,12147,1745,7195
3003,12452,2221,7378
1678,34418,1827,26903
1790,12216,1910,37551
2410,11345,1583,25551
1506,11499,2008,18494
1732,11287,1613,7445
1738,13668,1802,8260
2158,13396,1603,21080
1829,12573,1846,24360
2118,39427,1785,28037
1595,12770,1752,7869
1631,41614,1774,7885
1584,11640,1671,32180
1683,12094,1462,27284
1749,12116,1738,9042
2113,41199,1757,24964
2097,11640,1880,6166
1606,11187,1801,21582
1617,11332,1835,20448
1784,42251,1923,24247
1736,11694,1811,23542
1817,12430,2340,6466
1831,13547,2264,8249
1656,30417,1731,21339
1787,12376,1804,6944
1762,11810,1966,28135
1839,11815,1979,26165
1690,36685,1741,28061
1904,12004,1602,25092
1925,12981,1750,7496
2281,12336,1614,36590
1728,12239,1811,6823
1801,12167,1798,38425
1851,12011,1832,8850
1780,13157,1838,7701
2062,40073,1520,22424
1633,12041,1575,37683
1794,9571,2175,28893
1824,12411,1755,29409
1800,13503,1811,25592
1874,39740,1858,6950
1668,30445,1523,7433
1884,11434,2200,27271
2327,11936,1716,21349
2363,12978,2119,6330
1784,11481,1854,7586
1926,12456,1719,26397
1875,12101,1888,7389
2025,11904,1791,34462
1768,11235,1814,25930
1901,12341,1974,29596
1794,12984,1889,19254
1778,11837,1666,31912
1727,11762,1611,25899
1593,11568,1753,20050
1706,11665,2630,6945
1797,40665,2026,6957
1688,23635,1745,7318
1913,11459,1881,25362
1630,12174,1754,35949
1513,13978,1668,22856
1543,11827,1613,22080
1881,39195,1770,22542
2010,11609,1822,22383
1736,11910,2046,23840
2053,11872,2125,33180
2237,12961,1606,26743
1744,11703,1668,25366
1764,12332,2341,28312
1752,21681,2136,7333
1777,13446,1706,27399
1641,14682,1882,8069
1831,11610,2110,32551
2248,12455,1832,7442
2140,13636,1602,7882
2203,13144,1592,33687
1875,12443,2080,29226
1902,10911,2083,20363
1870,11586,1648,31309
1707,41164,2171,20678
2149,12517,1697,35431
1753,11980,1907,21840
1882,13580,1825,27376
1595,11876,2092,24314
1777,11123,1843,20267
2130,11555,1814,19991
1694,38784,2240,23732
1902,38240,1741,6676
1764,26662,1717,7624
1852,12268,1960,7134
1639,12218,1705,28639
1984,12270,1694,26346
1739,12630,1732,21892
1766,13740,1436,8152
1835,12221,1642,31301
2132,31921,1608,23359
1806,11335,1629,25237
1729,12247,1724,6283
1984,10885,1554,25994
1999,11578,1708,25897
1635,39937,1949,6916
2113,30480,1862,25083
1945,17526,1802,6831
2111,39397,1935,23646
1811,13007,2479,26918
1731,12177,2325,23508
1713,12509,1664,7576
2332,13055,1789,37110
1731,14425,1922,28510
1766,12449,1671,8737
2487,13165,1570,12472
1777,12634,1766,35377
1862,39242,2052,6505
2260,36491,1832,25656
1829,11755,1566,6343
1923,12183,1927,33156
1571,40441,1745,6664
1868,12510,2485,6812
1672,11779,1757,22398
1857,11921,1872,6390
1609,11859,1813,7533
1749,12191,1809,34619
1861,12035,2006,7157
1770,34593,1640,21088
1452,13662,1971,24882
1828,11529,1642,29962
1941,12170,1686,24786
1796,11998,1895,6597
1694,12550,1609,32839
1825,12093,2114,28799
1765,11961,1781,25688
2368,11367,1836,7404
1786,12914,1859,7351
2112,12662,1786,18271
1748,12125,1787,27678
1747,12736,2021,34503
1847,12492,2024,22279
1707,37701,1695,24403
1796,12609,1817,32486
1863,11882,1673,7154
2260,12386,1765,25943
1712,11916,1950,28035
1661,12255,1677,31922
1780,11198,1778,20739
1766,11831,1807,6753
1776,12661,1878,6718
1642,40587,1693,7581
1605,38038,2251,6607
2060,12001,1757,28668
1640,12436,1883,7707
1962,13512,2226,27524
1777,44987,1589,31254
1752,11517,1885,24553
1725,35965,1655,26759
1802,11970,1694,22141
1911,12517,1920,34411
1757,11921,1768,27606
1813,12725,1950,27256
2302,11549,1643,27277
1772,11674,1787,25077
1705,11635,1813,7234
1650,12035,1982,23489
1772,36404,1636,6138
1741,30019,1950,19757
1795,11394,1762,35761
1720,13655,1883,24100
2363,36041,1878,23846
1621,12540,1653,25948
1517,15688,1585,22634
1759,11824,1611,26302
1675,41423,1673,20308
2080,37207,1932,21592
1766,12691,1690,36205
2063,12178,1796,22939
1695,12032,1782,25853
2243,11405,1555,7244
1715,11082,1770,24033
2439,11863,1820,19131
1670,41740,1774,21380
1846,41370,1652,25903
2596,13044,1687,7275
2069,12308,1855,23370
1802,10963,2011,27403
1809,10868,1759,22885
1704,38993,1586,17432
1815,10915,1841,22494
1786,14259,2090,24900
1784,25870,1971,7578
1681,11600,2213,27344
1643,41525,1872,25247
1644,42971,2236,7458
1821,11840,1754,7165
1754,12153,1798,28511
1798,11780,2086,23645
2318,10867,1883,23280
1905,11772,1816,28624
1881,11953,2270,24955
1661,12395,1784,6233
2126,11576,1987,27839
1971,14086,1738,6421
1687,12301,1748,35631
1995,12432,1763,7967
2064,37717,1676,23306
1739,12785,1904,7219
2138,12627,1915,34358
1825,12614,1876,6537
1908,12292,1862,7139
24745,12310,1672,9460
1720,12172,1755,22376
2708,42150,1881,7268
1767,12524,1856,24247
2434,12064,1725,7454
1767,38349,1779,22453
2260,11621,1721,7116
1675,11798,1715,20734
1910,12131,1705,7349
1795,11969,1693,24922
1784,40397,1799,8507
1716,12624,1835,33041
1728,13679,1713,17851
1846,12524,1701,7665
1799,12331,2219,30433
2418,11690,1642,26083
2091,39925,1663,23383
1642,38333,1739,7181
1734,41432,1730,27495
1709,12149,1672,23901
1845,33076,2071,7707
2012,11679,2266,7244
2206,11573,2029,23621
1753,11020,1747,22757
1664,11342,1972,7689
1781,11960,1618,7369
2506,12794,1768,6470
1786,11831,1845,25943
1699,27665,2069,22443
1931,11720,1693,7505
1684,12899,1786,35468
1852,39758,1886,30126
1767,12094,1831,26821
1860,11361,1635,26275
1681,33749,1783,7200
1932,11319,1645,24306
2111,11918,1754,7144
1821,31676,1565,7235
1888,12219,2481,7170
2254,42948,2506,19127
1830,12542,1841,23452
1899,11689,1567,7216
1735,11540,1969,23897
2121,12473,1760,25450
1922,12227,1786,7451
1794,11886,1846,20807
2508,11914,1813,31263
1995,12259,1660,21018
1822,33735,2012,26792
1837,13308,1786,7092
1688,11274,1587,21112
1642,11954,2056,20296
1670,12050,1830,35254
1792,11803,1690,27248
1788,13610,1895,29128
1829,11377,2055,23920
1807,10850,1777,7359
2208,35343,1671,6605
1798,11263,2248,21018
2181,13499,1824,22200
2030,12457,1777,25330
1777,12320,1882,36468
1831,13421,1734,24640
2089,12563,1699,27953
1827,12584,1752,23132
1872,12889,1855,25729
1720,12597,1687,22883
1603,14066,1832,24977
1760,13764,1959,7518
1784,13110,2114,24090
2015,12053,1861,7613
1882,14494,1700,6448
1539,11834,1760,35851
2464,11851,1711,6675
1645,11274,1963,18046
1921,11221,1710,6967
2367,11204,1877,21722
1917,12196,1918,7231
1547,11796,2158,23562
1997,39401,1678,7538
1855,11825,2300,7112
1758,39183,2101,6950
1971,11655,1717,38084
1710,11372,1704,7442
2049,12563,2005,7234
2092,12859,1853,21866
1699,11774,1789,22823
1736,39192,1901,21692
1725,37875,1791,8908
2990,11498,1693,26567
1701,12423,1948,7939
1724,11803,1615,25551
1765,12416,1649,7053
1686,36595,1621,22094
1656,14810,1658,24129
2186,12138,1812,36023
1856,12135,1785,27436
1862,11948,2066,27330
1818,12329,2175,25891
2096,12005,1805,23503
1691,11049,1942,21237
1693,11114,1771,22908
1673,40096,1748,25128
1670,14233,1814,22905
1761,12711,1871,24536
1828,13196,1976,25133
1651,29250,1830,6766
1814,13020,1755,24862
1725,12345,1842,7502
1854,11380,2245,25852
1858,12185,1770,7509
1688,11780,1843,7869
1553,12212,1594,7578
1954,11793,1794,7635
2153,12296,1847,29066
1891,10781,2283,20637
1878,11486,1772,30071
1676,12281,1743,6841
1783,11519,1851,24636
1775,12846,1882,7137
1824,12423,2095,6152
1765,11564,1784,27026
1772,12181,1883,33110
27311,11649,1850,20698
2006,11357,1936,26003
2021,13671,1864,7971
2185,11800,1807,27099
2096,13872,1801,25391
1881,11864,1612,35775
1769,11386,1852,19649
1956,11968,1972,26155
2108,11855,1920,21996
1835,12550,2036,6764
2145,11427,1967,27052
1858,10346,1728,7223
1828,35838,1731,26271
1659,41480,1634,22990
1700,12566,1869,7178
1837,12022,1931,20458
1802,11464,1947,26253
1848,13806,1686,30641
1987,12422,1677,34490
2026,12948,1942,24036
2112,11989,1824,32282
1738,10916,1805,21951
1628,11599,2106,30688
1627,41500,2088,6942
1685,11823,1785,37347
1826,12258,1963,34601
2341,12009,2305,26789
1700,11863,1922,24615
2104,12793,1720,24997
1615,13075,1603,19616
1589,11935,1933,21857
1847,11922,2003,22979
2148,42130,1751,24662
1663,11959,1645,32141
1757,12514,1822,7330
1850,37424,1786,26036
1685,11652,1637,7527
2401,33779,1816,19846
1797,33018,2253,23156
1717,12684,1737,22057
1606,12750,1847,34964
1855,11297,1898,27305
1560,12081,1843,22621
2057,13902,1812,6911
1877,11340,1857,24439
2007,12072,2064,7514
1906,11943,1670,20215
1991,22606,1680,25063
2351,13142,1849,23861
1676,27875,1638,6754
1751,11508,1737,24254
1606,12863,1663,7126
